cleaned tweets,labels
 when i got tired i slept when i got hungry i ate when i had to go you know i went it is january am so it s time to runforrestrun,depressive
im tired,depressive
have done nothing today but be anxious overthinker overwhelmed sad confused and tired i had to wrote words today but now i just want to sleep,depressive
 i m sorry lol,depressive
 getting pretty tired of seeing all these republicans trying to derail conversations about accountability ,depressive
someone get me a new pair of eyeballs because mine are fucked up amp im tired of contacts pls thx,depressive
 yes acid i could control myself edibles i couldn t,depressive
h h help ,depressive
 yay good to hear last night met on zoom i was so tired i had to stop myself nodding off i hope nobody noticed i think they might have and thought it was the effect they were having xx,depressive
i am very tired ,depressive
it s always them aren t you guys tired ,depressive
fuck i m so tired ,depressive
my height s is the same as nanami s tiddies i could actually do that titty hug thing also context his height is cm while i m cm i think i m tiny ,depressive
 whe kamal asked why he did not perform in ttf he said my body was tired then he says he let others win this one week performances should not get me to final my days nermai should do that what is that comment does it mean som has not been honest ,depressive
 mjb bisikin toko nyaa dong d,depressive
censure this pos refused to even extend the courtesy to others to wear a mask when he was hiding from the mob i am so tired of the gop s reckless disregard for others and hallow calls for unity scalise is garbage ,depressive
you think siggy is bad aslaug or lagertha takes the throne ,depressive
 boring i mean the sims ambition brought so much as the little part of the huge pack then this shit i feel like they are milking this game way to much by the end of the day i will buy every pack but im tired of these bad recycled packs,depressive
 same and i m tired of being overlooked by people too ,depressive
 i just want wario and waluigi to be playable but adding toadette is so free on nintendo s part that they ll obviously do that i m so tired ,depressive
i m going to sleep a little because i m so tired could you maybe um use she they for me in the comments please srs,depressive
 i m tired of both of them ,depressive
 shut up i m tired ,depressive
i m tired but didn t do anything all day ,depressive
 adorable ,depressive
i m tired i m tired i m tired i m tired and its only nd week of fml ,depressive
you go come government office for here you go use wifi till you get tired and bored and nothing to do with your phone again that s when you d remember e never still reach your turn ,depressive
speedrun d rigging any sobbing ,depressive
 so tired lol ,depressive
i m tired of streaming all day limited sleep this hanteo our views slow down oh god what happening,depressive
tired bby,depressive
cos i ve grown tired of this body a cumbersome and heavy body,depressive
 idk u but hello ,depressive
 is it easy to install i m looking them up now bc i m tired of buying bottled water,depressive
you did that s why i feel tired ,depressive
i m tired of this single shit ,depressive
i feel so tired today kahit wala akong ginawa lol,depressive
tired ,depressive
i meed structure in my life i cant just kiss yumi all day my lips get tired,depressive
tired,depressive
 ,depressive
i just woke up but i m still tired ,depressive
 ilysjsbsks,depressive
 it doesn t happen to me too often altho when it does it stinksss my favorite was when i drew a dark blue space suit and someone asked if its samus suit bro that ain t even the same design or same shade it s literally nothing alike please stop ,depressive
 i still have my edgy days ngl and always look tired getting platypus vibes here hehe,depressive
